STRUCTURE_NUMBER_008,LOCATION_009,"coordinates (lat, lon)",ADT_029,PERCENT_ADT_TRUCK_109,ADTT,SLF,ADTT_SL,YEAR_BUILT_027,YEAR_RECONSTRUCTED_106,EFFECTIVE_YEAR,AGE,STRUCTURE_KIND_043A,AM_years,AE_years,Risk_Index
1.4246E+14,3.40 MI N OF SH 29,"30.421184, -97.523928",11620,11.0,1278.2,1.0,1278.2,1939,1969.0,1969.0,56.0,4,34.294802408352500,17.147401204176200,0.7603524886373390
1.5015E+14,2.25 MI E OF IH 37,"29.241036, -98.26386",17936,7.0,1255.5200000000000,1.0,1255.5200000000000,1968,0.0,1968.0,57.0,4,34.914311550876300,17.457155775438100,0.7602613141401060
1.5015E+14,3.15 MI S OF IH 10,"29.214435, -98.263368",42555,3.0,1276.65,1.0,1276.65,1969,0.0,1969.0,56.0,4,34.3364402446686,17.1682201223343,0.759808393745873
1.5015E+14,3.60 MI S OF IH 10,"29.213521, -98.260944",42555,3.0,1276.65,1.0,1276.65,1969,0.0,1969.0,56.0,4,34.3364402446686,17.1682201223343,0.759808393745873
1.7239E+14,0.29 MI SE OF FM 389,"30.085223, -96.242785",8220,16.0,1315.2,1.0,1315.2,1958,1971.0,1971.0,54.0,4,33.330000333300000,16.665000166650000,0.7568288181796070
1.309E+14,4.55 MI NW OF US 90A,"29.335594, -97.301895",7137,16.0,1141.92,1.0,1141.92,1940,1963.0,1963.0,62.0,3,38.38764225020680,19.193821125103400,0.7554139676292680
1.8057E+14,0.3 Mi SW of IH 35E,"32.505313, -96.533489",20537,8.0,1642.96,1.0,1642.96,1942,1982.0,1982.0,43.0,4,26.680878681377600,13.340439340688800,0.7544406086189230
2.224E+14,0.70 MI N OF US 83,"27.305929, -99.30108",50413,5.0,2520.65,1.0,2520.65,1965,1997.0,1997.0,28.0,4,17.39060021754550,8.69530010877277,0.7539961606899080
9.161E+13,0.23 MI N OF BRAZOS RIVER,"31.333761, -97.070311",111855,21.0,23489.55,1.0,23489.55,2022,0.0,2022.0,3.0,3,1.8661752327463100,0.9330876163731570,0.7532895577614570
2.0124E+14,AT FM 366 INT,"29.590835, -94.000563",10465,11.0,1151.15,1.0,1151.15,1964,0.0,1964.0,61.0,4,38.0798474902108,19.0399237451054,0.7516786021599330
1.5015E+14,1.4 Mi S of FM 2536,"29.191206, -98.365229",25000,8.0,2000.0,1.0,2000.0,1961,1990.0,1990.0,35.0,4,21.91780821917810,10.95890410958900,0.7502419678513280
1.5015E+14,0.86 Mi SE of FM 2536,"29.193731, -98.370988",25000,8.0,2000.0,1.0,2000.0,1961,1990.0,1990.0,35.0,4,21.91780821917810,10.95890410958900,0.7502419678513280
1.0093E+14,2.2 MI E OF SH 42,"32.260756, -94.493115",16824,26.0,4374.24,1.0,4374.24,1967,2009.0,2009.0,16.0,4,10.0213103163878,5.0106551581939000,0.7501623549975200
1.813E+14,0.55 MI NW OF IH 20,"32.431479, -96.191071",16376,7.0,1146.3200000000000,1.0,1146.3200000000000,1964,0.0,1964.0,61.0,4,38.24029628581560,19.12014814290780,0.7497539103310550
1.5015E+14,0.2 Mi NE of IH 37,"29.195354, -98.244447",16637,7.0,1164.59,1.0,1164.59,1965,0.0,1965.0,60.0,4,37.6403854046112,18.8201927023056,0.749424903144184
3.243E+13,0.7 MI N OF B287J/LP370,"33.561054, -98.310703",32329,9.0,2909.61,1.0,2909.61,2001,0.0,2001.0,24.0,4,15.065804846132700,7.532902423066350,0.7491306877498170
2.073E+13,0.2 MI E OF FM 914,"32.123363, -98.120482",21796,8.0,1743.68,1.0,1743.68,1962,1985.0,1985.0,40.0,4,25.139713960334600,12.569856980167300,0.7485812295243440
2.2064E+14,6.90 MI NE OF US 83,"28.325827, -99.450905",3469,30.0,1040.7,1.0,1040.7,1930,1958.0,1958.0,67.0,4,42.1212803289672,21.0606401644836,0.7484473569777080
9.161E+13,0.8 Mi E of US 84,"31.313732, -97.092593",7301,25.0,1825.25,1.0,1825.25,1934,1987.0,1987.0,38.0,3,24.016225962666000,12.008112981333000,0.7460111727171990
1.5247E+14,1.80 MI NE OF FM 1344,"29.061679, -98.10483",4856,23.0,1116.88,1.0,1116.88,1940,1963.0,1963.0,62.0,3,39.24827773651260,19.62413886825630,0.745257197130945
1.8043E+14,US 75 @ SH 190,"33.001098, -96.423326",28475,9.0,2562.75,1.0,2562.75,1998,0.0,1998.0,27.0,4,17.104913252699700,8.552456626349850,0.74490716698823
9.014E+13,1.1 MI NE OF LP 121,"31.024538, -97.280142",23530,6.0,1411.8,1.0,1411.8,1976,0.0,1976.0,49.0,4,31.049452074200400,15.524726037100200,0.7447996655978840
1.2102E+14,IH 45/IH 69 INTERCHANGE,"29.443939, -95.214961",15070,9.0,1356.3,1.0,1356.3,1974,0.0,1974.0,51.0,4,32.320000323200000,16.160000161600000,0.7447534350990100
1.2237E+14,6.7 MI W OF SH 6,"30.074454, -96.111426",11797,11.0,1297.67,1.0,1297.67,1972,0.0,1972.0,53.0,4,33.78024955370480,16.89012477685240,0.7420932873248630
1.2102E+14,at US 290 and IH 610,"29.481366, -95.270787",107100,8.0,8568.0,1.0,8568.0,2017,0.0,2017.0,8.0,3,5.116201731834290,2.558100865917140,0.7405127042853530
1.6089E+14,0.65 MI SW OF FM 883,"28.312823, -97.361842",4643,23.0,1067.89,1.0,1067.89,1930,1961.0,1961.0,64.0,4,41.04881255406100,20.52440627703050,0.7391514004830280
1.5015E+14,1.5 Mi S of Marbach Rd,"29.23505, -98.385834",26280,4.0,1051.2,1.0,1051.2,1960,0.0,1960.0,65.0,4,41.70054836221100,20.850274181105500,0.7390350519968640
2.184E+13,1.65 MI NE OF SH 171,"32.441418, -97.454605",11528,16.0,1844.48,1.0,1844.48,1968,1988.0,1988.0,37.0,4,23.765839932314900,11.882919966157400,0.7384700830436410
1.5133E+14,0.3 MI SE OF SH 16,"30.041304, -99.062364",6920,17.0,1176.4,1.0,1176.4,1967,0.0,1967.0,58.0,4,37.26250972318610,18.631254861593100,0.7383699229871990
1.139E+13,OKLAHOMA & TEXAS BORDER,"33.523057, -95.300878",5695,17.0,968.15,1.0,968.15,1955,0.0,1955.0,70.0,4,45.27771155126390,22.63885577563200,0.7351794187679370
9.098E+13,0.2 MI SE OF US 281,"31.421098, -98.071781",7321,12.0,878.52,1.0,878.52,1948,0.0,1948.0,77.0,4,49.89711837904220,24.948559189521100,0.7343103707387150
1.3143E+14,1.00 MI W OF FM 3283,"29.280419, -96.483792",2397,37.0,886.89,1.0,886.89,1949,0.0,1949.0,76.0,4,49.42621569569640,24.713107847848200,0.7326090424491290
1.5247E+14,0.20 MI SE OF SH 97,"29.144898, -98.012421",4859,21.0,1020.39,1.0,1020.39,1959,0.0,1959.0,66.0,4,42.95966879169350,21.479834395846800,0.7322009418371310
1.6089E+14,3.0 MI SW OF US 183,"28.390389, -97.255835",3392,31.0,1051.52,1.0,1051.52,1930,1961.0,1961.0,64.0,4,41.68785799448050,20.843928997240300,0.7318588666908100
1.2102E+14,IH 45/IH 69 INTERCHANGE,"29.44365, -95.214293",18820,7.0,1317.4,1.0,1317.4,1974,0.0,1974.0,51.0,4,33.27434070013370,16.63717035006690,0.7310815041014730
9.018E+13,0.3 MI NE OF SH 6,"31.550978, -97.39435",6062,13.0,788.0600000000000,1.0,788.0600000000000,1940,0.0,1940.0,85.0,4,55.624719486277900,27.812359743139000,0.7296440071592530
9.161E+13,0.26 MI SW OF BRAZOS RI,"31.331444, -97.071528",101166,22.0,22256.52,1.0,22256.52,2022,0.0,2022.0,3.0,4,1.9695629163209800,0.9847814581604890,0.7281034105470780
1.8057E+14,US 80 & IH 635 INTRCHANGE,"32.472552, -96.373249",11221,11.0,1234.31,1.0,1234.31,1971,0.0,1971.0,54.0,4,35.514268245705000,17.757134122852500,0.7272645196280720
1.8043E+14,US 75 @ SH 190,"33.001618, -96.422075",27383,9.0,2464.47,1.0,2464.47,1998,0.0,1998.0,27.0,4,17.787035929979300,8.893517964989670,0.7264572918253720
9.161E+13,1.43 MI N OF BRAZOS RIVER,"31.343649, -97.064521",96378,23.0,22166.94,1.0,22166.94,2022,0.0,2022.0,3.0,4,1.977522221757090,0.988761110878546,0.7261694480686310
9.161E+13,0.56 MI N OF BUS 77,"31.35046, -97.06348",96378,23.0,22166.94,1.0,22166.94,2022,0.0,2022.0,3.0,4,1.977522221757090,0.988761110878546,0.7261694480686310
1.8057E+14,3.30 MI NE OF IH 20,"32.412922, -96.504454",29656,4.0,1186.24,1.0,1186.24,1961,1969.0,1969.0,56.0,4,36.95341283244210,18.47670641622110,0.7256533104141390
1.117E+13,JCT SH50 AND IH30,"33.074602, -95.592813",7857,14.0,1099.98,1.0,1099.98,1965,0.0,1965.0,60.0,4,39.85128496732320,19.925642483661600,0.7225173819850270
1.8057E+14,0.3 Mi SE of Rogers Rd,"32.485426, -96.573543",5638,16.0,902.08,1.0,902.08,1952,0.0,1952.0,73.0,4,48.59393450509510,24.29696725254750,0.7214385144566000
1.5247E+14,1.20 MI E OF FM 478,"29.02338, -98.183003",2308,46.0,1061.68,1.0,1061.68,1938,1963.0,1963.0,62.0,3,41.28891609369690,20.64445804684850,0.7212348109453810
1.0093E+14,0.15 MI NW OF SH 322,"32.250125, -94.423441",25711,4.0,1028.44,1.0,1028.44,1943,1961.0,1961.0,64.0,4,42.62340675037550,21.31170337518770,0.721205360941704
3.244E+13,0.5 MI W OF FM 1763,"34.085863, -99.140883",15334,13.0,1993.42,1.0,1993.42,1965,1992.0,1992.0,33.0,4,21.99015583186490,10.99507791593250,0.7209305805519090
1.5015E+14,0.2 MI W OF IH 35,"29.234711, -98.305528",37681,3.0,1130.43,1.0,1130.43,1967,0.0,1967.0,58.0,4,38.77782475549670,19.38891237774840,0.7193194575201820
2.0146E+14,1.3 MI W OF FM 2684,"30.032828, -94.490443",24824,11.0,2730.64,1.0,2730.64,1962,2001.0,2001.0,24.0,4,16.053238961692600,8.026619480846280,0.7191000073674000
1.5015E+14,1.4 Mi S of FM 2536,"29.191263, -98.365174",23369,8.0,1869.52,1.0,1869.52,1961,1990.0,1990.0,35.0,4,23.44752473274220,11.72376236637110,0.7183406948228720
1.5015E+14,0.86 Mi SE of FM 2536,"29.193754, -98.370916",23369,8.0,1869.52,1.0,1869.52,1961,1990.0,1990.0,35.0,4,23.44752473274220,11.72376236637110,0.7183406948228720
1.0093E+14,2.45 MI E OF SL 485,"32.313715, -94.5316",15564,6.0,933.84,1.0,933.84,1938,1955.0,1955.0,70.0,3,46.94124950565000,23.470624752825000,0.7178609181793620
1.5015E+14,2.5 MI E OF LOOP 13,"29.242775, -98.351595",5714,20.0,1142.8,1.0,1142.8,1968,0.0,1968.0,57.0,4,38.35808228767600,19.179041143838000,0.716146349826345
1.2102E+14,0.15 MI SW OF IH 45,"29.443416, -95.215237",14453,9.0,1300.77,1.0,1300.77,1975,0.0,1975.0,50.0,3,33.69974433478340,16.849872167391700,0.7153865490471560
1.5015E+14,IH 35 & IH 37 INTERCHANGE,"29.26212, -98.283733",9398,13.0,1221.74,1.0,1221.74,1972,0.0,1972.0,53.0,4,35.87966051562210,17.939830257811100,0.7132233538220530
1.5015E+14,DOWNTOWN Y I/C,"29.255664, -98.29598",16850,12.0,2022.0,1.0,2022.0,1993,0.0,1993.0,32.0,4,21.679335528366100,10.839667764183000,0.712857284154703
1.8057E+14,IH 35E SB to Spur 366 EB,"32.46545, -96.484041",24500,6.0,1470.0,1.0,1470.0,1981,0.0,1981.0,44.0,4,29.820147236977000,14.910073618488500,0.7126749002284000
1.5133E+14,3.7 MI S OF SH 16,"30.002538, -99.062886",11385,8.0,910.8,1.0,910.8,1938,1954.0,1954.0,71.0,3,48.12869613346090,24.06434806673040,0.712574536853875
2.4072E+14,0.4 MI W OF US 62,"31.463767, -106.254202",18520,6.0,1111.2,1.0,1111.2,1967,0.0,1967.0,58.0,4,39.44889888260990,19.72444944130500,0.7109177702186900
1.5015E+14,1.2 Mi S of US 90,"29.224957, -98.382948",24265,4.0,970.6,1.0,970.6,1959,0.0,1959.0,66.0,4,45.16342101623340,22.581710508116700,0.7079175431615720
1.8061E+14,1.15 MI S OF FM 455,"33.210125, -97.105502",7697,23.0,1770.3100000000000,1.0,1770.3100000000000,1958,1989.0,1989.0,36.0,4,24.761548225088400,12.380774112544200,0.7053654093316300
2.112E+13,0.1 MI E OF SH 144,"32.260318, -97.472196",21552,5.0,1077.6,1.0,1077.6,1966,0.0,1966.0,59.0,4,40.67893136447310,20.33946568223650,0.7041703955013780
1.3121E+14,2.76 Mi S of FM 710,"29.013154, -96.3311",11663,17.0,1982.71,1.0,1982.71,1956,1993.0,1993.0,32.0,4,22.10894000552590,11.054470002762900,0.7031361911265770
1.3143E+14,3.70 MI N OF FM 532W,"29.370439, -96.544515",6738,14.0,943.32,1.0,943.32,1958,0.0,1958.0,67.0,4,46.46950816091690,23.234754080458500,0.7012075483045680
1.5015E+14,IH 37 SB RAMP TO IH 35 SB,"29.262388, -98.284695",18534,11.0,2038.74,1.0,2038.74,1972,1994.0,1994.0,31.0,4,21.501327505398500,10.750663752699300,0.7011956648643280
2.3215E+14,4.95 MI E SHACKLFORD C/L,"32.460277, -99.002313",3567,28.0,998.76,1.0,998.76,1962,0.0,1962.0,63.0,4,43.89004008806540,21.94502004403270,0.6989762056100300
1.5015E+14,4.30 MI S OF IH 10,"29.210998, -98.254079",37396,3.0,1121.88,1.0,1121.88,1969,0.0,1969.0,56.0,4,39.07335582981800,19.536677914909000,0.6982038845256700
1.5015E+14,2.2 Mi E of SH 16,"29.191303, -98.31004",16391,10.0,1639.1,1.0,1639.1,1963,1987.0,1987.0,38.0,4,26.743710840312500,13.371855420156200,0.6938523366312720
1.6089E+14,3.9 MI E OF US 183,"28.40446, -97.193196",3625,26.0,942.5,1.0,942.5,1929,1959.0,1959.0,66.0,4,46.50993786562990,23.25496893281490,0.6931949494613720
2.0101E+14,4.55 MI N OF US 69,"30.170804, -94.113131",10202,8.0,816.16,1.0,816.16,1949,0.0,1949.0,76.0,4,53.70958689271240,26.85479344635620,0.6917510229670260
1.5015E+14,4.30 MI S OF IH 10,"29.21097, -98.254154",36761,3.0,1102.83,1.0,1102.83,1969,0.0,1969.0,56.0,4,39.74829886596860,19.87414943298430,0.6895353471430040
8.177E+13,1.30 MI W of SH 70,"32.265292, -100.251295",10090,34.0,3430.6000000000000,1.0,3430.6000000000000,1960,2007.0,2007.0,18.0,4,12.77782791300540,6.388913956502680,0.6894720055199890
8.177E+13,1.30 MI W of SH 70,"32.265352, -100.25127",10090,34.0,3430.6000000000000,1.0,3430.6000000000000,1960,2007.0,2007.0,18.0,4,12.77782791300540,6.388913956502680,0.6894720055199890
1.813E+14,1.00 MI NW OF FM 1388,"32.352062, -96.191927",6972,13.0,906.36,1.0,906.36,1957,0.0,1957.0,68.0,4,48.36446493485610,24.182232467428000,0.6884944412708690
1.5015E+14,2.71 Mi S of US 90,"29.213917, -98.37578",31418,7.0,2199.26,1.0,2199.26,1960,1997.0,1997.0,28.0,4,19.93198459407080,9.965992297035400,0.6880538543534650
1.5015E+14,2.71 Mi S of US 90,"29.213894, -98.375859",31418,7.0,2199.26,1.0,2199.26,1960,1997.0,1997.0,28.0,4,19.93198459407080,9.965992297035400,0.6880538543534650
1.8057E+14,0.5 MI E of Loop 12,"32.475937, -96.402915",12165,11.0,1338.15,1.0,1338.15,1979,0.0,1979.0,46.0,4,32.75837270736180,16.379186353680900,0.6878517290201110
2.1031E+14,AT JCT SH 4,"25.543203, -97.291711",30670,8.0,2453.6,1.0,2453.6,1969,2000.0,2000.0,25.0,3,17.86583650079730,8.93291825039863,0.6860641538479920
2.1031E+14,AT JCT SH 4,"25.543197, -97.291816",30670,8.0,2453.6,1.0,2453.6,1969,2000.0,2000.0,25.0,3,17.86583650079730,8.93291825039863,0.6860641538479920
1.3143E+14,5.14 MI S of US 90A,"29.224377, -97.035592",3280,27.0,885.6,1.0,885.6,1924,1956.0,1956.0,69.0,4,49.49821187709590,24.74910593854800,0.6841089195445740
2.073E+13,2.2 MI W OF US 281,"32.122089, -98.130809",16939,9.0,1524.51,1.0,1524.51,1962,1985.0,1985.0,40.0,4,28.75390547674740,14.376952738373700,0.6830490372956180
2.249E+13,1.25 MI S OF SH 114/B114,"33.024123, -97.275313",7640,15.0,1146.0,1.0,1146.0,1972,0.0,1972.0,53.0,4,38.25097420449930,19.12548710224960,0.6809996070932780
2.5242E+14,1.40 MI E OF FM 1802,"35.133507, -100.062018",1280,51.0,652.8,1.0,652.8,1932,0.0,1932.0,93.0,3,67.15014773032500,33.57507386516250,0.6807653839733260
1805709D0470203,0.7 MI S OF UNIV BLVD,"32.50121, -96.485334",34295,3.0,1028.85,1.0,1028.85,1966,0.0,1966.0,59.0,3,42.6064211871081,21.30321059355410,0.6806953369364730
1.5015E+14,0.30 MI E OF IH 410,"29.235374, -98.230199",14190,7.0,993.3,1.0,993.3,1948,1964.0,1964.0,61.0,3,44.131296122376100,22.065648061188000,0.6797526091395170
4.191E+13,2.7 Mi NE of LP 335S,"35.090061, -101.530077",13105,11.0,1441.55,1.0,1441.55,1961,1983.0,1983.0,42.0,4,30.40866875124430,15.20433437562210,0.6793588464359900
4.191E+13,1.7 Mi SW of FM 1541,"35.094994, -101.521841",13105,11.0,1441.55,1.0,1441.55,1961,1983.0,1983.0,42.0,4,30.40866875124430,15.20433437562210,0.6793588464359900
9.161E+13,1.5 Mi SE of IH 35,"31.333836, -97.060581",6917,13.0,899.21,1.0,899.21,1958,0.0,1958.0,67.0,4,48.74903130342880,24.374515651714400,0.6768066299284520
9.161E+13,3.5 MI NE OF LP 396,"31.335451, -97.080158",27134,3.0,814.02,1.0,814.02,1951,0.0,1951.0,74.0,4,53.85078553150560,26.925392765752800,0.6767241556986440
8.221E+13,3.00 MI S OF IH 20,"32.26381, -99.471235",19558,5.0,977.9,1.0,977.9,1964,0.0,1964.0,61.0,4,44.82627716367330,22.41313858183670,0.6716466249699400
1.0093E+14,0.45 MI E OF SL 485,"32.315615, -94.551018",14201,6.0,852.06,1.0,852.06,1938,1955.0,1955.0,70.0,3,51.44663103344390,25.72331551672190,0.6715793118239450
9.147E+13,7.0 MI S OF US 84,"31.351301, -96.313318",5723,16.0,915.68,1.0,915.68,1952,1960.0,1960.0,65.0,4,47.87220037388190,23.936100186940900,0.6704845691871720
1.0093E+14,0.35 MI E OF SH 42,"32.305698, -94.504213",14587,6.0,875.2200000000000,1.0,875.2200000000000,1939,1957.0,1957.0,68.0,3,50.08525449413420,25.04262724706710,0.6704473694836040
1.5046E+14,3.95 MI N OF SH 46,"29.511284, -98.242723",23971,4.0,958.84,1.0,958.84,1963,0.0,1963.0,62.0,4,45.71734224516720,22.85867112258360,0.6698600227642910
2.22001E+13,IH30 & IH35 W INTERCHANGE,"32.444992, -97.190773",27500,9.0,2475.0,1.0,2475.0,2001,0.0,2001.0,24.0,4,17.7113601771136,8.8556800885568,0.6694371118247970
1.415E+14,1.00 MI W OF SH 16,"30.453917, -98.41323",6237,17.0,1060.29,1.0,1060.29,1947,1969.0,1969.0,56.0,4,41.3430442976508,20.6715221488254,0.6692279128263890
1.3121E+14,2.40 MI SW OF FM 822,"28.573666, -96.41131",10797,17.0,1835.49,1.0,1835.49,1956,1993.0,1993.0,32.0,4,23.882242038015,11.9411210190075,0.6635362565220410
1.5015E+14,IH 10 @ IH 37,"29.234237, -98.284233",20246,5.0,1012.3,1.0,1012.3,1967,0.0,1967.0,58.0,4,43.30298966547090,21.65149483273540,0.6633364841698960
121020B30433565,1.70 MI N OF IH 610E,"29.43394, -95.164412",18564,5.0,928.2,1.0,928.2,1962,0.0,1962.0,63.0,4,47.22647752462420,23.61323876231210,0.6612056822918620
1.8057E+14,2.8 Mi NW of IH 635,"32.564891, -96.542002",75794,7.0,5305.580000000000,1.0,5305.580000000000,1957,2014.0,2014.0,11.0,4,8.262172361618550,4.131086180809280,0.6601638918862070
1.4227E+14,US 183/LP 1 INTERCHANGE,"30.224676, -97.442012",57130,3.0,1713.9,1.0,1713.9,1991,0.0,1991.0,34.0,4,25.576530975177200,12.788265487588600,0.6593589235597070
1.2102E+14,US 90 @ SAN JACINTO RIVER,"29.515814, -95.053132",22475,7.0,1573.2500000000000,1.0,1573.2500000000000,1988,0.0,1988.0,37.0,4,27.86309641719760,13.93154820859880,0.658792427403981
1.2102E+14,US 90 @ SAN JACINTO RIVER,"29.515923, -95.053205",22475,7.0,1573.2500000000000,1.0,1573.2500000000000,1988,0.0,1988.0,37.0,4,27.86309641719760,13.93154820859880,0.658792427403981
1.8057E+14,0.1 Mi E of IH 45,"32.463599, -96.470191",18303,6.0,1098.18,1.0,1098.18,1972,0.0,1972.0,53.0,4,39.91660423460290,19.95830211730140,0.6587314045220290
1.7082E+14,0.9 MI S OF FM 27,"31.425311, -96.103565",11758,9.0,1058.22,1.0,1058.22,1970,0.0,1970.0,55.0,4,41.42391604614940,20.71195802307470,0.6587183072443820
1.8057E+14,3.2 Mi N of LP 12,"32.545994, -96.535744",17319,7.0,1212.3300000000000,1.0,1212.3300000000000,1977,0.0,1977.0,48.0,4,36.15815531939010,18.079077659695000,0.6586249742262240
1.2102E+14,JCT. IH45 & BW8 SOUTH,"29.362381, -95.122758",20726,10.0,2072.6,1.0,2072.6,1997,0.0,1997.0,28.0,4,21.15006100470720,10.575030502353600,0.6571748718641700
1.0212E+14,2.5 MI E OF FM 2015,"32.265852, -95.111824",7873,12.0,944.76,1.0,944.76,1964,0.0,1964.0,61.0,4,46.39867949358160,23.199339746790800,0.6534772577179320
1.2102E+14,4.0 Mi S of Westpark Toll,"29.394814, -95.332264",23500,7.0,1645.0000000000000,1.0,1645.0000000000000,1990,0.0,1990.0,35.0,4,26.64779114793690,13.323895573968400,0.6529654304543580
2.1031E+14,0.70 MI NW OF FM 1479,"26.10456, -97.423724",34270,8.0,2741.6,1.0,2741.6,2004,0.0,2004.0,21.0,4,15.989063480579300,7.994531740289640,0.6529524768414010
8.221E+13,2.20 MI W OF LP 322,"32.265774, -99.431416",13391,11.0,1473.01,1.0,1473.01,1951,1986.0,1986.0,39.0,3,29.75921170824110,14.87960585412050,0.6517826782895510
1.2085E+14,0.05 MI N OF SH 6,"29.211215, -95.014954",12790,14.0,1790.6,1.0,1790.6,1943,1993.0,1993.0,32.0,3,24.480965284461200,12.240482642230600,0.650404018116672
2.22E+13,0.75 MI E OF ANGLIN DR,"32.395525, -97.142872",154832,1.0,1548.32,1.0,1548.32,1963,1988.0,1988.0,37.0,4,28.31172912470040,14.155864562350200,0.6502981029032920
2.22E+13,0.75 MI E OF ANGLIN DR,"32.395627, -97.143052",154832,1.0,1548.32,1.0,1548.32,1963,1988.0,1988.0,37.0,4,28.31172912470040,14.155864562350200,0.6502981029032920
2.22E+13,2.10 MI SE OF IH 30,"32.431985, -97.173643",30850,5.0,1542.5,1.0,1542.5,1963,1988.0,1988.0,37.0,4,28.41855198596830,14.20927599298420,0.6482841802790290
1.5015E+14,2.2 Mi E of SH 16,"29.191227, -98.310027",14998,10.0,1499.8000000000000,1.0,1499.8000000000000,1963,1987.0,1987.0,38.0,4,29.227641311078900,14.613820655539500,0.647532051906041
2.224E+14,JUNCTION IH 35 & FM 1472,"27.342202, -99.301375",37990,10.0,3799.0,1.0,3799.0,2010,0.0,2010.0,15.0,4,11.53872504299980,5.76936252149989,0.6474624843608150
2.1031E+14,1.10 MI N OF FM 2994,"26.133938, -97.431566",4457,22.0,980.54,1.0,980.54,1967,0.0,1967.0,58.0,4,44.70558716457890,22.35279358228940,0.6463920196355810
1.6149E+14,2.2 MI S OF SH 72,"28.254387, -98.104262",5067,34.0,1722.7800000000000,1.0,1722.7800000000000,1958,1992.0,1992.0,33.0,4,25.444697778216700,12.722348889108300,0.6462073117243990
4.191E+13,1.7 Mi SW of FM 1541,"35.094993, -101.521913",12303,11.0,1353.33,1.0,1353.33,1961,1983.0,1983.0,42.0,4,32.390929365606400,16.195464682803200,0.6460951939574780
4.191E+13,2.7 Mi NE of LP 335S,"35.09, -101.530208",12303,11.0,1353.33,1.0,1353.33,1961,1983.0,1983.0,42.0,4,32.390929365606400,16.195464682803200,0.6460951939574780
3.049E+13,0.6 Mi E of IH 35,"33.382639, -97.083961",12356,17.0,2100.52,1.0,2100.52,1998,0.0,1998.0,27.0,4,20.868935519945600,10.434467759972800,0.644905546696518
1.4227E+14,1.40 MI SE OF FM 973 S,"30.112317, -97.37081",32393,5.0,1619.65,1.0,1619.65,1958,1990.0,1990.0,35.0,4,27.064869841234900,13.532434920617500,0.6446564581672520
2.0146E+14,4.0 MI NW OF SH 146,"30.163892, -94.4752",4651,21.0,976.71,1.0,976.71,1967,0.0,1967.0,58.0,4,44.88089242288520,22.440446211442600,0.6442906998665200
1.4227E+14,0.70 MI S OF RM 2222,"30.205909, -97.474899",44927,3.0,1347.81,1.0,1347.81,1983,0.0,1983.0,42.0,3,32.5235874777277,16.26179373886390,0.6438999591605230
9.147E+13,5.15 MI E OF SH 14,"31.30455, -96.270436",7027,23.0,1616.21,1.0,1616.21,1940,1990.0,1990.0,35.0,3,27.122475692116800,13.561237846058400,0.6435134423185230
1.7021E+14,1.95 MI SE OF FM 2154,"30.250647, -96.06233",11534,14.0,1614.7600000000000,1.0,1614.7600000000000,1930,1990.0,1990.0,35.0,4,27.146830760209700,13.573415380104800,0.6430305308896620
2.2254E+14,1.8 MI S OF UVALDE C/L,"29.035694, -99.505846",3275,23.0,753.25,1.0,753.25,1950,0.0,1950.0,75.0,4,58.19530891252060,29.097654456260300,0.6428128852475540
2.22E+13,0.35 Mi N of SP 303,"32.440509, -97.133185",18215,5.0,910.75,1.0,910.75,1963,0.0,1963.0,62.0,4,48.13133838963070,24.065669194815400,0.642553153804305
2.22E+13,0.35 Mi N of SP 303,"32.440525, -97.132902",18215,5.0,910.75,1.0,910.75,1963,0.0,1963.0,62.0,4,48.13133838963070,24.065669194815400,0.642553153804305
9.161E+13,0.26 MI NE OF UNIVERISTY,"31.332649, -97.070824",125400,15.0,18810.0,1.0,18810.0,2022,0.0,2022.0,3.0,4,2.33044212856758,1.1652210642837900,0.6422049566301330
1.2102E+14,1.00 MI W OF IH 610 W,"29.433423, -95.284382",29390,6.0,1763.4,1.0,1763.4,1993,0.0,1993.0,32.0,4,24.858577996119000,12.429288998059500,0.6421935032162600
1.6013E+14,0.05 MI S OF FM 882,"28.39582, -98.001086",5050,31.0,1565.5,1.0,1565.5,1939,1989.0,1989.0,36.0,3,28.00103253807480,14.00051626903740,0.6415170937646820
9.018E+13,2.1 MI SE OF FM 219,"31.513302, -97.25191",4267,20.0,853.4000000000000,1.0,853.4000000000000,1947,1959.0,1959.0,66.0,3,51.36585005666290,25.68292502833150,0.6411956327458310
4.18E+13,7.70 MI W OF SH 214,"35.14584, -102.471364",7220,39.0,2815.8,1.0,2815.8,1961,2005.0,2005.0,20.0,4,15.567730818366400,7.783865409183210,0.64111522188117
4.18E+13,11.05 Mi E Deaf Smith C/L,"35.143098, -102.492682",7220,39.0,2815.8,1.0,2815.8,1938,2005.0,2005.0,20.0,3,15.567730818366400,7.783865409183210,0.64111522188117
4.18E+13,9.3 MI E of Deaf Smith CL,"35.13541, -102.510933",7220,39.0,2815.8,1.0,2815.8,1938,2005.0,2005.0,20.0,3,15.567730818366400,7.783865409183210,0.64111522188117
1.8057E+14,0.4 Mi E of IH 45,"32.394807, -96.432091",6010,18.0,1081.8,1.0,1081.8,1973,0.0,1973.0,52.0,4,40.52099874131650,20.26049937065820,0.6405173124739470
